questions,answers
"69. What is the tuition fee exemption rate for students from ethnic minority groups who are members of households that have been affected by other difficulties?
","Câu trả lời là: Sinh viên là người dân tộc thiểu số có cha hoặc mẹ thuộc hộ nghèo và hộ cận nghèo được miễn 100% học phí.
"
"70. How does the tuition fee exemption and reduction policy support students from ethnic minority groups who are members of households that have been affected by other difficulties?
","政策支持少数民族学生的免学费和减免学费政策是通以下几点来实施的：

1. 对于少数民族学生，如果他们的父母或祖父母是贫困户或 cận nghèo户，则可以免学费或减免学费。
2. 对于少数民族学生，如果他们来贫困地区或特别困难地区，则可以免学费或减免学费。
3. 对于少数民族学生，如果他们是非常少数民族的口，则可以免学费或减免学费。
4. 对于少数民族学生，如果他们的父母或祖父母是受益于政府的社会救助计划，则可以免学费或减免学费。

这些政策的目的是为了支持少数民族学生，帮助他们完成学业，提高他们的生活水平和社会地位。
"
"71. What is the purpose of the tuition fee exemption and reduction policy for students with disabilities?
","Mục đích của chính sách miễn giảm học phí cho sinh viên khuyết tật là để hỗ trợ và tạo điều kiện cho sinh viên khuyết tật có thể tiếp cận giáo dục đại học và phát triển tài năng của mình, góp phần vào sự phát triển của xã hội.
"
"72. How does the tuition fee exemption and reduction policy benefit students with disabilities?
","The tuition fee exemption and reduction policy benefits students with disabilities in the following ways:

* Students with disabilities are exempt from tuition fees, which means they do not have to pay any tuition fees.
* To be eligible for this benefit, students with disabilities must provide a certificate of disability issued by the People's Committee of their commune or district.
* The tuition fee exemption and reduction policy is implemented according to Decree 81/2021/NĐ-CP of the Government, which provides detailed regulations on the exemption and reduction of tuition fees for students with disabilities.
* Students with disabilities can also receive support for their living expenses, including a monthly stipend and other forms of support.
* Additionally, students with disabilities may be eligible for other forms of support, such as assistance with transportation, accommodation, and other expenses related to their education.

Overall, the tuition fee exemption and reduction policy aims to support students with disabilities in pursuing their education and achieving their academic goals, despite any challenges they may face due to their disability.
"
"73. What is the tuition fee exemption rate for students with disabilities?
","Tuổi miễn giảm học phí cho sinh viên khuyết tật là 100%.
"
"74. How does the tuition fee exemption and reduction policy support students with disabilities?
","The tuition fee exemption and reduction policy supports students with disabilities by providing them with financial assistance to alleviate the burden of educational expenses. Specifically:

1. **Eligibility**: Students with disabilities are among the beneficiaries listed in the policy, qualifying them for either full exemption or a significant reduction in tuition fees.

2. **Financial Support**: Students falling under category 8 in the eligibility criteria are entitled to a 70% reduction in tuition fees, which significantly eases their financial obligations associated with pursuing higher education.

3. **Documentation**: To avail of this benefit, eligible students need to submit a set of documents, including a formal request for fee exemption or reduction, along with authenticated certificates verifying their disability status issued by the local authorities or relevant institutions.

4. **Ease of Process**: The policy outlines clear instructions regarding the application process and required documentation, ensuring that students with disabilities can easily navigate through the procedure to access the financial support they are entitled to.

Overall, by offering financial relief through tuition fee exemption or reduction, the policy aims to promote equal access to education for students with disabilities, enabling them to pursue their academic aspirations without being hindered by financial constraints.
"
"75. What is the tuition fee exemption rate for students with severe disabilities?
","根据文档，学生们中的残疾学生的学费豁免率是100%，即他们将被免除全部学费。
"
"76. How does the tuition fee exemption and reduction policy support students with severe disabilities?
","Tuition fee exemption and reduction policy supports students with severe disabilities by exempting them from paying tuition fees. Specifically, students with disabilities are exempt from paying tuition fees, and the state will pay the tuition fees directly into their bank accounts. Additionally, students with disabilities are also eligible for other forms of support, such as financial assistance for living expenses, transportation, and other necessities.
"
"77. What is the tuition fee exemption rate for students with moderate disabilities?
","The tuition fee exemption rate for students with moderate disabilities is a 50% reduction in tuition fees.
"
"78. How does the tuition fee exemption and reduction policy support students with moderate disabilities?
","_policy supports students with moderate disabilities by exempting or reducing their tuition fees. Specifically, students with disabilities are exempt from paying tuition fees (category 8). This policy aims to provide financial support to students with disabilities, enabling them to pursue their education without financial burden._
"
"79. What is the tuition fee exemption rate for students with mild disabilities?
","The tuition fee exemption rate for students with mild disabilities is a reduction of 70% of the tuition fee.
"
"80. How does the tuition fee exemption and reduction policy support students with mild disabilities?
","根据政策，学生患有轻度残疾可享受免学费和减免学费政策。具体来说，学生患有轻度残疾可以享受免学费政策，即不需要支付学费。同时，学生可以享受其形式的支持，例如生活补助和学习补助等。
"
"81. What is the purpose of the tuition fee exemption and reduction policy for students from poor families?
","Mục đích của chính sách miễn giảm học phí cho sinh viên từ gia đình nghèo là nhằm hỗ trợ và tạo điều kiện cho các sinh viên có hoàn cảnh khó khăn có thể tiếp cận với giáo dục và đo tạo, góp phần vào sự phát triển của xã hội.
"
"82. How does the tuition fee exemption and reduction policy benefit students from poor families?
","Chính sách miễn, giảm học phí giúp sinh viên từ các gia đình nghèo khó có thể tiếp cận giáo dục đại học với chi phí thấp hơn. Theo đó, sinh viên thuộc các đối tượng như con của người hoạt động cách mạng, con của liệt sĩ, con của anh hùng lực lượng vũ trang nhân dân, con của anh hùng lao động, con của thương binh, bệnh binh, người hoạt động kháng chiến bị nhiễm chất độc hóa học, sinh viên khuyết tật, sinh viên từ 16 đến 22 tuổi không có nguồn nuôi dưỡng, sinh viên hệ cử tuyển, sinh viên là người dân tộc thiểu số thuộc hộ nghèo, hộ cận nghèo... sẽ được miễn hoặc giảm học phí.

Mức miễn, giảm học phí sẽ được chia thành hai phần: phần do Nhà nước chi trả và phần do Nhà trường cấp bù. Sinh viên thuộc các đối tượng trên sẽ được miễn hoặc giảm học phí theo quy định, giúp giảm bớt gánh nặng tài chính cho gia đình và tạo điều kiện cho sinh viên tập trung vào học tập.

Chính sách này không chỉ giúp sinh viên từ các gia đình nghèo khó có thể tiếp cận giáo dục đại học mà còn giúp họ có thể phát triển tài năng, kỹ năng và kiến thức để đóng góp cho xã hội.
"
"83. What is the tuition fee exemption rate for students from poor families?
","The tuition fee exemption rate for students from poor families is 100%.
"
"84. How does the tuition fee exemption and reduction policy support students from poor families?
","Chính sách miễn giảm học phí hỗ trợ sinh viên từ gia đình nghèo bằng cách miễn hoặc giảm một phần học phí cho họ. Theo quy định, có 14 đối tượng được hưởng chính sách này, bao gồm con của người hoạt động cách mạng, con của liệt sĩ, con của anh hùng lực lượng vũ trang nhân dân, và sinh viên thuộc hộ nghèo, cận nghèo... Mức miễn giảm học phí khác nhau tùy theo đối tượng, từ miễn 100% đến giảm 50% học phí. Sinh viên cần chuẩn bị hồ sơ và nộp tại phòng công tác sinh viên để được xét duyệt và nhận tiền miễn giảm học phí.
"
"85. What is the tuition fee exemption rate for students from extremely poor families?
","The tuition fee exemption rate for students from extremely poor families is 100%.
"
"86. How does the tuition fee exemption and reduction policy support students from extremely poor families?
","政策减免学费支持极贫家庭学生的政策是：为来自极贫家庭的学生提供免费或减免学费的政策，以帮助他们完成学业。具体来说，该政策将免除或减免学生的学费，分为两个部分：一部分由国家支付，直接转入学生的银行账户；另一部分由学校补偿，直接从学生的学费中扣除。该政策适用于多种情况，包括烈士子女、军人子女、疾学生、少数民族学生等。
"
"87. What is the tuition fee exemption rate for students from near-poor families?
","Không có thông tin về tỷ lệ miễn học phí cho sinh viên từ gia đình nghèo trong đoạn văn này.
"
"88. How does the tuition fee exemption and reduction policy support students from near-poor families?
","Chính sách miễn giảm học phí hỗ trợ sinh viên từ gia đình cận nghèo như sau:

1. **Đối tượng được miễn, giảm học phí**: Sinh viên là người dân tộc thiểu số có cha hoặc mẹ thuộc hộ nghèo và hộ cận nghèo (điều 11).

2. **Mức miễn giảm học phí**:
   - Đối tượng 11 (sinh viên là người dân tộc thiểu số có cha hoặc mẹ thuộc hộ nghèo và hộ cận nghèo) được giảm 50% học phí.

3. **Hồ sơ miễn, giảm học phí**:
   - Sinh viên thuộc đối tượng này cần chuẩn bị hồ sơ theo quy định bao gồm đơn đề nghị miễn, giảm học phí, bản sao chứng thực các giấy tờ liên quan như giấy chứng nhận hộ nghèo, hộ cận nghèo, giấy khai sinh, và phiếu đăng ký tài khoản ngân hàng để nhận tiền miễn, giảm học phí.

4. **Thời gian và địa điểm tiếp nhận hồ sơ**:
   - Thời gian tiếp nhận hồ sơ là trong vòng 7 tuần đầu của học kỳ, tại bàn số 3, Phòng 103 nhà C1.

Chính sách này giúp giảm gánh nặng học phí đối với sinh viên từ gia đình cận nghèo, tạo điều kiện thuận lợi hơn cho họ tiếp cận và hoàn thành học vấn một cách hiệu quả.
"
"89. What is the purpose of the tuition fee exemption and reduction policy for students who are orphans or have disabilities?
","The purpose of the tuition fee exemption and reduction policy for students who are orphans or have disabilities is to provide financial support and assistance to vulnerable groups of students, ensuring that they have access to education without being burdened by the financial costs. This policy aims to promote equal opportunities in education and reduce socio-economic barriers for disadvantaged students, including orphans and those with disabilities. By exempting or reducing tuition fees, the government and educational institutions aim to alleviate the financial burden on these students and their families, enabling them to pursue higher education and improve their future prospects.
"
"90. How does the tuition fee exemption and reduction policy benefit students who are orphans or have disabilities?
","The tuition fee exemption and reduction policy benefit students who are orphans or have disabilities by providing financial support for their education. Here's how:

1. **Exemption or Reduction of Tuition Fees**: Students falling under certain categories, such as orphans, disabled students, or those from economically disadvantaged backgrounds, are eligible for either full exemption or reduction of tuition fees. This policy ensures that financial constraints do not hinder their access to education.

2. **Direct Financial Assistance**: The policy involves both direct payments from the government into the students' bank accounts and adjustments made directly to their tuition fees by the educational institution. This support aims to alleviate the financial burden on students and their families.

3. **Specific Eligibility Criteria**: The policy outlines specific eligibility criteria, including being a child of revolutionaries, martyrs, war veterans, or individuals affected by toxic substances from wartime activities, among others. This ensures that those who have faced significant hardships or challenges are prioritized for assistance.

4. **Document Submission and Verification**: To avail themselves of the benefits, eligible students need to submit required documents, such as certificates or official confirmations of their status, along with their application forms. This ensures transparency and accountability in the disbursement of benefits.

5. **Flexible Support for Different Groups**: The policy offers varying degrees of support based on the specific circumstances of the students. For instance, some may receive full exemption from tuition fees, while others may receive a partial reduction, depending on their category and situation.

Overall, this policy plays a crucial role in promoting equitable access to education by removing financial barriers for vulnerable groups like orphans and students with disabilities, thereby fostering inclusivity and equal opportunities in higher education.
"
"91. What is the tuition fee exemption rate for students who are orphans or have disabilities?
","The tuition fee exemption rate for students who are orphans or have disabilities is: **Exempted**

This exemption is applicable to students who fall under the following categories:

- Students who are orphans (belonging to categories 1 to 7).
- Students with disabilities (category 8).
- Students aged 16 to 22 without a means of support who are pursuing their first university degree and are eligible for monthly social assistance (category 9).

These students are entitled to a full exemption of tuition fees.
"
"92. How does the tuition fee exemption and reduction policy support students who are orphans or have disabilities?
","根据政策，孤儿或残疾学生可以享受到免学费和减免学费的政策支持。具体来说，残疾学生（第8点）可以享受到免学费的政策支持，而孤儿学生（第9点）可以享受到免学费的政策支持，如果他们在16岁到22岁之间，没有抚养来源，并且是社会救济金的受益者。这些学生需要准备相关的证明文件，包括申请表、残疾证书或抚养证明、出生证书、银行账户信息等，并将文件提交到学校的指定地点，以便申请免学费或减免学费。
"
"93. What is the tuition fee exemption rate for students who are orphans?
","Tỷ lệ miễn học phí cho sinh viên mồ côi (đối tượng 11) là miễn học phí đối với sinh viên thuộc các đối tượng từ 1 đến 10, tức là 100%.
"
"94. How does the tuition fee exemption and reduction policy support students who are orphans?
","The tuition fee exemption and reduction policy supports orphaned students by providing financial assistance to alleviate the burden of educational expenses. Under this policy, students who are orphans fall under several categories eligible for either full exemption or partial reduction of tuition fees.

Here's how the policy supports orphaned students:

1. **Eligibility Criteria**: Orphaned students, defined as those who have lost both parents or have lost one parent with the surviving parent unable to work, are eligible for tuition fee exemption or reduction.

2. **Financial Assistance**: Orphaned students are entitled to either full exemption or partial reduction of tuition fees based on their eligibility category. For instance, categories 1 to 12 are eligible for full exemption, while category 13 receives a 70% reduction and category 14 receives a 50% reduction.

3. **Application Process**: Orphaned students need to submit the required documents to apply for tuition fee exemption or reduction. These documents typically include a formal request for fee reduction, along with certified copies of relevant documents such as birth certificates, disability certificates (if applicable), and any other necessary paperwork as specified by the institution.

4. **Supportive Measures**: The policy also includes provisions for additional support, such as financial aid for educational expenses and assistance with obtaining student loans from designated banks. Orphaned students can apply for financial assistance to cover study-related costs, and they may also be eligible to receive loans from government-backed banks to fund their education.

5. **Application Assistance and Resources**: To facilitate the application process, resources such as application forms and guidelines are provided to students. Additionally, support services are available through the Student Affairs Office to assist students with any questions or concerns they may have regarding the application process or eligibility criteria.

In summary, the tuition fee exemption and reduction policy aim to provide financial relief to orphaned students, enabling them to pursue higher education without being burdened by excessive financial constraints.
"
"95. What is the tuition fee exemption rate for students who have disabilities?
","The tuition fee exemption rate for students with disabilities is a full exemption, meaning they are exempt from paying tuition fees.
"
"96. How does the tuition fee exemption and reduction policy support students who have disabilities?
","The tuition fee exemption and reduction policy support students with disabilities by providing them with financial assistance. According to Decree 81/2021/ND-CP issued by the Government on August 27, 2021, students with disabilities are eligible for either full or partial exemption from tuition fees.

Here's how the policy works:

1. **Eligibility**: Students with disabilities are among the beneficiaries of this policy. They are categorized under ""Đối tượng 8"" in the document provided.

2. **Benefit**: Students with disabilities (Đối tượng 8) are entitled to either full exemption or a 70% reduction in tuition fees, depending on their specific circumstances.

3. **Documentation**: To avail of this benefit, students need to submit a set of documents, including:
   - A formal request for tuition fee exemption or reduction (Biểu mẫu số 6).
   - Certified copies of disability certificates issued by the People's Committee at the district level or a decision from the Chairman of the People's Committee at the provincial level regarding social assistance for persons with disabilities.
   - Certified copy of the student's birth certificate.
   - A bank account registration form for receiving the tuition fee exemption or reduction amount (Biểu mẫu số 19).

4. **Application Process**: Students need to prepare three sets of documents, two of which are originals and one set of photocopies. The documents are then submitted to the designated office within the specified timeframe.

5. **Receiving Assistance**: Once approved, the tuition fee exemption or reduction amount is either directly transferred to the student's bank account by the state or deducted directly from the student's tuition fee by the university.

This policy aims to alleviate the financial burden on students with disabilities, ensuring they have equal opportunities to pursue higher education.
"
"97. What is the purpose of the tuition fee exemption and reduction policy for students who are victims of natural disasters?
","The purpose of the tuition fee exemption and reduction policy for students who are victims of natural disasters is to provide financial assistance and support to those students who have been adversely affected by natural calamities. This policy aims to alleviate the financial burden on students and their families during difficult times caused by natural disasters. By exempting or reducing tuition fees, the government and educational institutions seek to ensure that affected students can continue their education without significant financial hardship, enabling them to focus on their studies and overcome the challenges posed by the disaster.
"
"98. How does the tuition fee exemption and reduction policy benefit students who are victims of natural disasters?
","The tuition fee exemption and reduction policy benefits students who are victims of natural disasters in several ways:

1. Exemption from tuition fees: Students who are victims of natural disasters may be exempt from paying tuition fees, which can help to reduce their financial burden.
2. Reduction of tuition fees: Students who are victims of natural disasters may be eligible for a reduction in tuition fees, which can help to make their education more affordable.
3. Support for living expenses: Students who are victims of natural disasters may be eligible for support for living expenses, such as housing, food, and other necessities.
4. Priority access to financial aid: Students who are victims of natural disasters may be given priority access to financial aid, such as scholarships, grants, and loans.
5. Waiver of fees for certain services: Students who are victims of natural disasters may be eligible for a waiver of fees for certain services, such as healthcare, counseling, and other support services.

Overall, the tuition fee exemption and reduction policy can help to provide financial support to students who are victims of natural disasters, which can help them to continue their education and achieve their academic goals.
"
"99. What is the tuition fee exemption rate for students who are victims of natural disasters?
","Không có thông tin về miễn giảm học phí cho sinh viên là nạn nhân của thiên tai trong đoạn văn trên.
"
"100. How does the tuition fee exemption and reduction policy support students who are victims of natural disasters?
","政策支持学生的减免学费政策如何支持自然灾害受害学生？

根据政策，自然灾害受害学生可能属于第14类对象，即“ sinh viên là con cán bộ, công chức, viên chức, công nhân mà cha hoặc mẹ bị tai nạn lao động hoặc mắc bệnh nghề nghiệp được hưởng trợ cấp thường xuyên。”这些学生可以享受50%的学费减免。

此外，政策还规定了其他类型的学生也可以享受学费减免或补助，例如贫困学生、少数民族学生、残疾学生等。这些学生需要提交相关文件和申请，例如减免学费申请表、残疾证明、贫困证明等。

总之，政策支持学生的减免学费政策旨在帮助自然灾害受害学生和其他困难学生，减轻他们的经济负担，帮助他们更好地完成学业。
"
" What is the new name of the department that was previously known as Phòng Đào tạo?
","Tên mới của Phòng Đào tạo sau khi thay đổi là Ban Đào tạo.
"
" How can students submit their requests and questions to the Ban Đào tạo?
","Để nộp yêu cầu và câu hỏi đến Ban Đào tạo, sinh viên có thể gửi email đến địa chỉ tương ứng với từng vấn đề, kèm theo các thông tin và tài liệu cần thiết. Sinh viên phải dùng email của trường cấp khi gửi đơn và các câu hỏi, thắc mắc liên quan tới học tập.
"
" What are the benefits of using email to communicate with the Ban Đào tạo?
","Using email to communicate with the Ban Đào tạo (Training Department) brings several benefits, including:

1. Reducing travel time and waiting time, as students don't need to physically visit the department.
2. Accurate confirmation of sending and receiving times, as well as processing information.
3. Flexibility to handle information at any location.
4. Easy transfer of documents to relevant units for feedback.
5. Keeping records: students can keep a record of their emails, which can serve as evidence in case of disputes.

Overall, using email to communicate with the Ban Đào tạo helps to streamline processes, save time, and increase efficiency.
"
" What is the requirement for using email to send requests and questions to the Ban Đào tạo?
","Để sử dụng email để gửi các yêu cầu và câu hỏi đến Ban Đào tạo, sinh viên cần tuân theo các yêu cầu sau:

1. **Sử dụng email của trường**: Sinh viên bắt buộc phải sử dụng email được cấp bởi trường khi gửi đơn và các câu hỏi liên quan tới học tập. Việc này giúp đảm bảo xác thực người gửi và cung cấp đủ thông tin để Ban Đào tạo có thể giải quyết các vấn đề.

2. **Soạn tiêu đề email đúng cấu trúc**: Sinh viên cần soạn tiêu đề email theo cấu trúc [Hạng mục viết tắt] Mã số sinh viên – Họ và tên. Ví dụ: [Học phí] 20211234 Nguyễn Văn A. Điều này giúp Ban Đào tạo dễ dàng phân loại và xử lý công việc.

3. **Nộp đơn qua email theo hướng dẫn cụ thể**: Sinh viên có thể nộp đơn qua email bằng cách chụp ảnh cả đơn và thẻ sinh viên, sau đó gửi kèm theo email tới người tiếp nhận tương ứng theo thông tin được cung cấp trong bảng hướng dẫn.

Với những yêu cầu này, sinh viên có thể hiệu quả gửi các yêu cầu và câu hỏi đến Ban Đào tạo thông qua email một cách thuận tiện và nhanh chóng, giảm thiểu thời gian và công sức cần thiết khi phải gặp trực tiếp.
"
" How can students download the required forms for their requests?
","Để tải các biểu mẫu cần thiết cho các đơn đề xuất, sinh viên có thể thực hiện theo các bước sau:

1. Truy cập vào trang web của trường hoặc trang web của Ban Đào tạo.
2. Tìm mục ""Hướng dẫn thủ tục, biểu mẫu, thắc mắc về học tập, học phí"" hoặc các mục tương tự.
3. Xác định mục tương ứng với loại đơn mà sinh viên muốn tải và điền.
4. Trong mục đó, có thể có liên kết đến các biểu mẫu cần thiết. Sinh viên có thể nhấp vào liên kết để tải xuống biểu mẫu.
5. Sau khi tải xuống, sinh viên có thể in ra hoặc viết tay theo mẫu đã được cung cấp.
6. Điền thông tin cần thiết vào biểu mẫu và chú ý đến việc ký tên và điền đầy đủ thông tin cần thiết theo hướng dẫn.

Lưu ý: Đối với một số loại đơn như Đơn xin thôi học và rút hồ sơ sinh viên, cũng như một số mẫu đơn khác, việc nộp đơn phải được thực hiện trực tiếp tại Ban Đào tạo theo hướng dẫn, không thể thực hiện qua phương tiện trực tuyến.
"
" What is the procedure for submitting a request for a scholarship?
","Để nộp đơn xin học bổng, sinh viên cần làm theo các bước sau:

Bước 1: Tải mẫu đơn xin học bổng tại địa chỉ https://ctsv.hust.edu.vn/#/viet-giay/1

Bước 2: Điền đầy đủ thông tin vào đơn và ký tên

Bước 3: Chụp ảnh cả đơn và thẻ sinh viên

Bước 4: Gửi email kèm theo ảnh chụp đơn và thẻ sinh viên đến người tiếp nhận tương ứng theo bảng dưới đây:

|[Học bổng] 20211234 Nguyễn Văn A

hung.tranle@hust.edu.vn

Lưu ý: Sinh viên cần lưu lại các email đã gửi, không xóa để còn làm minh chứng trong trường hợp cần thiết.
"
" Who is the contact person for questions about tuition fees?
","Contact person for questions about tuition fees is Hung Tran Le (hung.tranle@hust.edu.vn).
"
" How can students request a certificate of enrollment?
","Để yêu cầu chứng nhận đăng ký, sinh viên cần gửi email đến chuyên viên Đạt Nguyễn Quốc (dat.nguyenquoc@hust.edu.vn) với tiêu đề ""[Hồ sơ cá nhân] Mã số sinh viên - Họ và tên"" và kèm theo đơn đăng ký cấp giấy tờ hoặc sửa thông tin sinh viên tại https://sv-ctt.hust.edu.vn/#/xin-cap-giay.
"
" What is the process for changing a student's personal information?
","Để thay đổi thông tin cá nhân của sinh viên, sinh viên cần thực hiện các bước sau:

1. Truy cập vào Cổng thông tin sinh viên tại địa chỉ https://sv-ctt.hust.edu.vn/#/xin-cap-giay.
2. Đăng nhập vào hệ thống bằng tài khoản sinh viên được cấp.
3. Chọn mục ""Đăng ký cấp giấy tờ hoặc sửa thông tin SV"".
4. Điền đầy đủ và chính xác thông tin cần thay đổi trong biểu mẫu.
5. Sau khi điền thông tin, tiến hành gửi yêu cầu điều chỉnh thông tin cá nhân.

Lưu ý rằng trong trường hợp không thể thực hiện thay đổi thông tin cá nhân trực tuyến, sinh viên có thể liên hệ trực tiếp với Ban Đào tạo tại địa chỉ 202A-C1 để được hỗ trợ và tư vấn thêm.
"
" Who is the contact person for questions about academic results?
","Contact person for questions about academic results: 

[Kết quả HT] hung.tranle@hust.edu.vn
"
" How can students request a transcript?
","Để yêu cầu bản sao transcript, sinh viên cần thực hiện các bước sau:

1. Soạn email từ email trường cấp, với tiêu đề theo cấu trúc: [Hồ sơ] Mã số sinh viên - Họ và tên.
   Ví dụ: [Hồ sơ] 20211234 Nguyễn Văn A.

2. Gửi email này tới địa chỉ email của người phụ trách việc cấp bản sao transcript, trong trường hợp này là:
   son.nguyenthanh1@hust.edu.vn hoặc son.nguyen@hust.edu.vn
   (Chuyên viên Nguyễn Thanh Sơn, ở phòng 202A-C1)

3. Trong nội dung email, sinh viên cần ghi rõ yêu cầu của mình là cần một bản sao transcript.

4. Lưu ý rằng email cần phải được gửi từ email trường cấp để được xác thực.
"
" What is the procedure for withdrawing from a course?
","Để rút khỏi một khóa học, sinh viên cần nộp đơn rút khỏi khóa học qua email tới chuyên viên Nguyễn Quốc Đạt (dat.nguyenquoc@hust.edu.vn). Sinh viên cần tải mẫu đơn tại https://husteduvn.sharepoint.com/:w:/s/NguyenXuanTung_PDT/Eap5qh9aMf5EvZcUTeDASqQBB7FuQjnQVZXL4FFly4uv5g?e=n2hkO3.
"
"13. Who is the contact person for questions about course registration?
","Contact person for questions about course registration: [Chuyển hệ ĐTLT]

Email: dat.nguyenquoc@hust.edu.vn

Chuyên viên Nguyễn Quốc Đạt (202A-C1)
"
"14. How can students request a letter of recommendation?
","Để yêu cầu một lá thư giới thiệu, sinh viên cần gửi email đến người phụ trách tương ứng, kèm theo các thông tin cần thiết và lý do yêu cầu lá thư giới thiệu. Sinh viên cần đảm bảo rằng đã hoàn thành công nợ học phí trước khi nộp đơn.
"
"15. What is the process for applying for a student visa?
","The process for applying for a student visa is not explicitly mentioned in the provided text. However, it is possible that the information is not relevant to the specific services and procedures outlined in the document.

If you are looking for information on how to apply for a student visa, I recommend checking with the university's international office or the relevant government agency in your home country for guidance on the application process, required documents, and deadlines.

In general, the application process for a student visa typically involves the following steps:

1. Check if you need a student visa: Depending on your nationality and the country where you plan to study, you may need a student visa to enter and stay in the country.
2. Gather required documents: You will typically need to provide documents such as a valid passport, proof of acceptance from the university, proof of language proficiency, and proof of financial support.
3. Submit your application: You can usually submit your application online or through a paper application. You may need to attend an interview at the embassy or consulate.
4. Wait for the decision: The processing time for student visa applications can vary, but it's usually several weeks or months.
5. Receive your visa: If your application is successful, you will receive a student visa that allows you to enter and stay in the country for the duration of your studies.

Again, I recommend checking with the relevant authorities for specific requirements and procedures.
"
"16. Who is the contact person for questions about student loans?
","Contact person for questions about student loans is not specified in the provided text. However, for questions about tuition fees, you can contact hung.tranle@hust.edu.vn.
"
"17. How can students request a certificate of graduation?
","Để yêu cầu chứng chỉ tốt nghiệp, sinh viên cần gửi email đến Ban Đào tạo với tiêu đề ""[Chứng chỉ TN]"" và cung cấp đầy đủ thông tin cần thiết. Chuyên viên Nguyễn Thanh Sơn sẽ tiếp nhận và xử lý yêu cầu của sinh viên.
"
"18. What is the procedure for applying for a master's program?
","Để nộp đơn vào chương trình thạc sĩ, sinh viên cần thực hiện các bước sau:

1. Tải mẫu đơn từ website của trường hoặc Ban Đào tạo.
2. Điền đầy đủ thông tin vào đơn v ký tên.
3. Chuẩn bị các giấy tờ cần thiết, bao gồm bản sao bằng tốt nghiệp, bảng điểm, chứng chỉ ngoại ngữ, v.v.
4. Nộp đơn và các giấy tờ kèm theo qua email đến người tiếp nhận tương ứng tại Ban Đào tạo.
5. Đợi phản hồi từ Ban Đào tạo và thực hiện các bước tiếp theo theo hướng dẫn.

Lưu ý: Sinh viên cần đọc kỹ hướng dẫn và yêu cầu của chương trình thạc sĩ mà mình ứng tuyển để chun bị đầy đủ các giấy tờ cần thiết v nộp đơn đúng hạn.
"
"19. Who is the contact person for questions about the curriculum?
","Contact person for questions about the curriculum is huong.nguyenthi1@hust.edu.vn.
"
"20. How can students request a course exemption?
","Để yêu cầu miễn giảm môn học, sinh viên có thể làm theo các bước sau:

1. **Soạn email** với tiêu đề: [Miễn điểm] Mã số sinh viên - Họ và tên, ví dụ: [Miễn điểm] 20211234 Nguyễn Văn A.

2. **Nội dung email** cần cung cấp đầy đủ thông tin về lý do muốn miễn giảm học phần, cùng với bất kỳ tài liệu hoặc minh chứng nào liên quan.

3. Gửi email tới **địa chỉ** người phụ trách miễn điểm: ninh.lequang@hust.edu.vn.

4. Chờ phản hồi và xử lý từ phía Ban Đào tạo.

Lưu ý: Đảm bảo sử dụng email của trường cấp khi gửi đơn và tham khảo kỹ hướng dẫn và mẫu đơn tại [liên kết](https://husteduvn.sharepoint.com/:w:/s/NguyenXuanTung_PDT/EVM4qdnP_45Jhd-F9_j8ErUBStJKSHLSTrofxsY7Yu55Ig?e=K46Wnf).
"
"21. What is the process for applying for a PhD program?
","Để nộp đơn xin tham gia chương trình Tiến sĩ, sinh viên cần tuân thủ các bước sau:

1. **Xác định hình thức liên lạc:** Sinh viên bắt buộc phải sử dụng email của trường để gửi đơn và các câu hỏi liên quan tới học tập. Cần chú ý rằng việc sử dụng email của trường giúp xác thực người gửi và cung cấp đầy đủ thông tin.

2. **Soạn email theo đúng cấu trúc:** Sinh viên cần soạn tiêu đề email theo cấu trúc nhất định để dễ dàng phân loại công việc. Ví dụ, nếu bạn muốn xác nhận thứ hạng sinh viên, tiêu đề email có thể là: ""[Xếp hạng] Mã số sinh viên - Họ và tên"".

3. **Chọn hạng mục việc cần thực hiện:** Dựa vào nhu cầu và yêu cầu cụ thể, sinh viên lựa chọn hạng mục công việc và người phụ trách tương ứng. Ví dụ, nếu bạn muốn xác nhận thứ hạng sinh viên, bạn cần gửi email tới địa chỉ được chỉ định cho việc này.

4. **Nộp đơn qua email:** Sau khi đã điền đầy đủ thông tin trong đơn, sinh viên cần chụp ảnh cả đơn và thẻ sinh viên, sau đó gửi kèm theo email tới người tiếp nhận tương ứng theo thông tin được cung cấp.

Lưu ý: Đối với một số loại đơn như Đơn xin thôi học và rút hồ sơ sinh viên, việc nộp đơn bắt buộc phải thực hiện trực tiếp tại Ban Đào tạo, không tiếp nhận qua phương tiện trực tuyến.

Với quy trình này, sinh viên có thể tiện lợi gửi đơn và trao đổi thông tin mà không cần phải di chuyển, giúp tiết kiệm thời gian và công sức.
"
"22. Who is the contact person for questions about research opportunities?
","Contact person for questions about research opportunities is not mentioned in the provided text. The text mainly provides information about the Training Department's procedures and contact persons for various academic matters, but it does not mention research opportunities.
"
